#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
55.4%	17723	-24.98814802910464	204.72236807349222	0.0305	0:40
55.4%	17724	-24.988443627461184	204.727108378289	0.0305	0:40
55.4%	17725	-24.98873876888037	204.73184135904947	0.0305	0:40
55.4%	17726	-24.98903345246917	204.73656699365864	0.0305	0:40
55.4%	17727	-24.989327677335172	204.74128527388774	0.0305	0:40
55.4%	17728	-24.989621442588103	204.7459961825847	0.0305	0:40
55.4%	17729	-24.989914747338698	204.75069971042876	0.0305	0:40
55.4%	17730	-24.990207590699363	204.75539583931138	0.0305	0:40
55.4%	17731	-24.990499971783457	204.76008455505303	0.0305	0:40
55.4%	17732	-24.99079188970603	204.76476584015478	0.0305	0:40
55.4%	17733	-24.991083343583504	204.76943968364824	0.0305	0:40
55.4%	17734	-24.991374332533635	204.77410607430173	0.0305	0:40
55.4%	17735	-24.99166485567575	204.77876499302144	0.0305	0:40
55.4%	17736	-24.991954912130144	204.78341642686124	0.0305	0:40
55.4%	17737	-24.992244501019112	204.7880603661538	0.0305	0:40
55.4%	17738	-24.992533621465757	204.7926967895781	0.0305	0:40
55.4%	17739	-24.9928222725951	204.79732568835743	0.0305	0:40
55.4%	17740	-24.993110453533106	204.80194704686815	0.0305	0:40
55.4%	17741	-24.993398163407598	204.80656085509045	0.0305	0:40
55.4%	17742	-24.99368540134743	204.81116709101954	0.0305	0:40
55.4%	17743	-24.99397216648314	204.8157657456122	0.0305	0:40
55.5%	17744	-24.99425845794658	204.82035680287453	0.0305	0:40
55.5%	17745	-24.994544274870723	204.82494025155006	0.0305	0:40
55.5%	17746	-24.994829616390664	204.82951607868267	0.0305	0:40
55.5%	17747	-24.995114481642105	204.83408426314577	0.0305	0:40
55.5%	17748	-24.9953988697627	204.83864479889846	0.0305	0:40
55.5%	17749	-24.995682779891567	204.8431976665947	0.0305	0:40
55.5%	17750	-24.995966211168863	204.84774285787992	0.0306	0:40
55.5%	17751	-24.996249162736277	204.85228035692066	0.0306	0:40
55.5%	17752	-24.996531633737114	204.8568101499195	0.0306	0:40
55.5%	17753	-24.996813623316132	204.8613322230297	0.0306	0:40
55.5%	17754	-24.997095130619208	204.86584656165869	0.0306	0:40
55.5%	17755	-24.997376154793795	204.87035314981338	0.0306	0:40
55.5%	17756	-24.997656694988912	204.8748519793874	0.0306	0:40
55.5%	17757	-24.99793675035507	204.879343034902	0.0306	0:40
55.5%	17758	-24.998216320043895	204.88382630117124	0.0306	0:40
55.5%	17759	-24.998495403208445	204.8883017627452	0.0306	0:40
55.5%	17760	-24.998773999003745	204.89276941068798	0.0306	0:40
55.5%	17761	-24.999052106585708	204.89722923097526	0.0306	0:40
55.5%	17762	-24.999329725111952	204.90168120727324	0.0306	0:40
55.5%	17763	-24.999606853741287	204.90612532757123	0.0306	0:40
55.5%	17764	-24.999883491634645	204.91056157859964	0.0306	0:40
55.5%	17765	-25.000159637953335	204.9149899471433	0.0306	0:40
55.5%	17766	-25.000435291860953	204.9194104203099	0.0306	0:40
55.5%	17767	-25.000710452522377	204.9238229820023	0.0306	0:40
55.5%	17768	-25.000985119103888	204.92822762199614	0.0306	0:40
55.5%	17769	-25.00125929077294	204.93262432569708	0.0306	0:40
55.5%	17770	-25.001532966698733	204.93701307879823	0.0306	0:40
55.5%	17771	-25.001806146052008	204.94139386896074	0.0306	0:40
55.5%	17772	-25.002078828004763	204.94576668122193	0.0306	0:40
55.5%	17773	-25.002351011730674	204.9501315042158	0.0306	0:40
55.5%	17774	-25.002622696404526	204.95448831998286	0.0306	0:40
55.5%	17775	-25.002893881202812	204.95883712649925	0.0306	0:40
55.5%	17776	-25.003164565303514	204.96317790216008	0.0306	0:40
55.6%	17777	-25.00343474788617	204.9675106326188	0.0306	0:40
55.6%	17778	-25.003704428131297	204.97183530911084	0.0306	0:40
55.6%	17779	-25.00397360522154	204.9761519197515	0.0306	0:40
55.6%	17780	-25.004242278340328	204.98046044704162	0.0306	0:40
55.6%	17781	-25.00451044667332	204.98476087725382	0.0306	0:40
55.6%	17782	-25.004778109407013	204.98905320056144	0.0306	0:40
55.6%	17783	-25.005045265729855	204.99333740361885	0.0306	0:40
55.6%	17784	-25.005311914831097	204.99761347085197	0.0306	0:40
55.6%	17785	-25.005578055902305	205.00188139044732	0.0306	0:40
55.6%	17786	-25.005843688136135	205.00614114848133	0.0306	0:40
55.6%	17787	-25.006108810726644	205.01039273737288	0.0306	0:40
55.6%	17788	-25.0063734228695	205.01463614175307	0.0306	0:40
55.6%	17789	-25.006637523761484	205.01887134712354	0.0306	0:40
55.6%	17790	-25.006901112601568	205.02309833679655	0.0306	0:40
55.6%	17791	-25.00716418858972	205.02731710486896	0.0306	0:40
55.6%	17792	-25.007426750927557	205.03152763688448	0.0306	0:40
55.6%	17793	-25.007688798818005	205.03572991834056	0.0306	0:40
55.6%	17794	-25.00795033146567	205.0399239348529	0.0306	0:40
55.6%	17795	-25.008211348076742	205.044109676011	0.0306	0:40
55.6%	17796	-25.008471847858594	205.04828713296126	0.0306	0:40
55.6%	17797	-25.00873183002046	205.05245628930223	0.0306	0:40
55.6%	17798	-25.008991293772638	205.0566171260944	0.0306	0:40
55.6%	17799	-25.009250238327233	205.06076964306317	0.0306	0:40
55.6%	17800	-25.00950866289802	205.0649138210539	0.0306	0:40
55.6%	17801	-25.00976656669976	205.06904964709128	0.0306	0:40
55.6%	17802	-25.010023948949055	205.0731771111263	0.0306	0:40
55.6%	17803	-25.01028080886409	205.07729619726464	0.0306	0:40
55.6%	17804	-25.010537145664312	205.08140689565687	0.0306	0:40
55.6%	17805	-25.01079295857092	205.08550919107682	0.0306	0:40
55.6%	17806	-25.011048246806318	205.089603070383	0.0306	0:40
55.6%	17807	-25.011303009594762	205.09368852825713	0.0306	0:40
55.6%	17808	-25.01155724616179	205.0977655443786	0.0306	0:40
55.7%	17809	-25.01181095573455	205.10183410744827	0.0306	0:40
55.7%	17810	-25.012064137541664	205.10589421126227	0.0306	0:40
55.7%	17811	-25.012316790813358	205.10994584072213	0.0306	0:40
55.7%	17812	-25.0125689147811	205.1139889790972	0.0306	0:40
55.7%	17813	-25.012820508678487	205.11802361939968	0.0306	0:40
55.7%	17814	-25.013071571740056	205.1220497430928	0.0306	0:40
55.7%	17815	-25.013322103201727	205.12606734414507	0.0306	0:40
55.7%	17816	-25.0135721023017	205.13007640711973	0.0306	0:40
55.7%	17817	-25.013821568279077	205.13407692264397	0.0306	0:40
55.7%	17818	-25.01407050037462	205.13806887217407	0.0306	0:40
55.7%	17819	-25.014318897831064	205.14205225232197	0.0306	0:40
55.7%	17820	-25.014566759891753	205.1460270465086	0.0306	0:40
55.7%	17821	-25.014814085802573	205.14999324407444	0.0306	0:40
55.7%	17822	-25.01506087481019	205.15395083070177	0.0306	0:40
55.7%	17823	-25.015307126163318	205.1578997897501	0.0306	0:40
55.7%	17824	-25.015552839111983	205.1618401202891	0.0306	0:40
55.7%	17825	-25.015798012907332	205.16577180241077	0.0306	0:40
55.7%	17826	-25.01604264680279	205.1696948277294	0.0306	0:40
55.7%	17827	-25.016286740053012	205.17360918330166	0.0306	0:40
55.7%	17828	-25.01653029191423	205.17751485656046	0.0306	0:40
55.7%	17829	-25.016773301644083	205.18141183667507	0.0306	0:40
55.7%	17830	-25.01701576850178	205.18530011198652	0.0306	0:40
55.7%	17831	-25.01725769174817	205.1891796676641	0.0306	0:40
55.7%	17832	-25.01749907064585	205.1930504986614	0.0306	0:40
55.7%	17833	-25.01773990445847	205.1969125826505	0.0306	0:40
55.7%	17834	-25.017980192451493	205.20076591834274	0.0306	0:40
55.7%	17835	-25.018219933892162	205.20461048863962	0.0306	0:40
55.7%	17836	-25.018459128048775	205.208446280685	0.0306	0:40
55.7%	17837	-25.0186977741917	205.21227328357867	0.0306	0:39
55.7%	17838	-25.01893587159254	205.21609148765563	0.0306	0:39
55.7%	17839	-25.01917341952461	205.2199008836941	0.0306	0:39
55.8%	17840	-25.019410417262385	205.223701453596	0.0306	0:39
55.8%	17841	-25.019646864082635	205.22749319179013	0.0306	0:39
55.8%	17842	-25.019882759263187	205.23127608158217	0.0306	0:39
55.8%	17843	-25.02011810208329	205.2350501117859	0.0306	0:39
55.8%	17844	-25.020352891824317	205.23881527317178	0.0306	0:39
55.8%	17845	-25.020587127768636	205.2425715523851	0.0306	0:39
55.8%	17846	-25.020820809200615	205.2463189364483	0.0306	0:39
55.8%	17847	-25.02105393540596	205.25005741925858	0.0306	0:39
55.8%	17848	-25.021286505671856	205.2537869893411	0.0306	0:39
55.8%	17849	-25.021518519287177	205.2575076314414	0.0306	0:39
55.8%	17850	-25.021749975542704	205.26121933547296	0.0306	0:39
55.8%	17851	-25.02198087373018	205.26492209134153	0.0306	0:39
55.8%	17852	-25.022211213143216	205.26861588556804	0.0306	0:39
55.8%	17853	-25.022440993077126	205.27230070295715	0.0306	0:39
55.8%	17854	-25.02267021282885	205.27597654274715	0.0306	0:39
55.8%	17855	-25.022898871696217	205.27964338926924	0.0306	0:39
55.8%	17856	-25.02312696897948	205.28330122867104	0.0306	0:39
55.8%	17857	-25.023354503980265	205.28695004996754	0.0306	0:39
55.8%	17858	-25.02358147600164	205.290589844178	0.0306	0:39
55.8%	17859	-25.023807884347946	205.29422059661613	0.0306	0:39
55.8%	17860	-25.02403372832581	205.2978423005181	0.0306	0:39
55.8%	17861	-25.024259007242804	205.301454943355	0.0306	0:39
55.8%	17862	-25.024483720408533	205.30505851565698	0.0306	0:39
55.8%	17863	-25.024707867134016	205.3086530045179	0.0306	0:39
55.8%	17864	-25.024931446731756	205.312238397099	0.0306	0:39
55.8%	17865	-25.025154458516077	205.31581468314346	0.0306	0:39
55.8%	17866	-25.025376901802733	205.31938185350245	0.0306	0:39
55.8%	17867	-25.025598775908936	205.32293989658686	0.0306	0:39
55.8%	17868	-25.025820080154084	205.32648879882652	0.0306	0:39
55.8%	17869	-25.026040813858465	205.33002855120708	0.0306	0:39
55.8%	17870	-25.026260976344144	205.3335591464239	0.0306	0:39
55.8%	17871	-25.02648056693517	205.33708057012782	0.0306	0:39
55.9%	17872	-25.026699584956905	205.34059281229807	0.0306	0:39
55.9%	17873	-25.026918029736148	205.34409586151443	0.0306	0:39
55.9%	17874	-25.027135900601614	205.34758970536635	0.0306	0:39
55.9%	17875	-25.02735319688354	205.35107433426305	0.0306	0:39
55.9%	17876	-25.027569917913688	205.35454973841476	0.0306	0:39
55.9%	17877	-25.027786063025456	205.35801591159483	0.0306	0:39
55.9%	17878	-25.028001631553696	205.36147283481478	0.0306	0:39
55.9%	17879	-25.028216622835338	205.36492050211996	0.0306	0:39
55.9%	17880	-25.02843103620839	205.3683588981714	0.0306	0:39
55.9%	17881	-25.028644871012677	205.37178802035191	0.0306	0:39
55.9%	17882	-25.0288581265897	205.37520785265622	0.0306	0:39
55.9%	17883	-25.029070802282618	205.37861838351725	0.0306	0:39
55.9%	17884	-25.029282897436037	205.38201960662636	0.0306	0:39
55.9%	17885	-25.0294944113963	205.38541150955464	0.0306	0:39
55.9%	17886	-25.02970534351127	205.38879408405376	0.0306	0:39
55.9%	17887	-25.029915693130608	205.39216731438307	0.0306	0:39
55.9%	17888	-25.030125459605348	205.39553119399537	0.0306	0:39
55.9%	17889	-25.03033464228821	205.39888571268108	0.0306	0:39
55.9%	17890	-25.03054324053379	205.40223085602975	0.0306	0:39
55.9%	17891	-25.030751253697915	205.40556662282958	0.0306	0:39
55.9%	17892	-25.030958681138372	205.40889299104984	0.0306	0:39
55.9%	17893	-25.031165522214522	205.4122099616252	0.0306	0:39
55.9%	17894	-25.031371776287052	205.41551751710017	0.0306	0:39
55.9%	17895	-25.031577442718614	205.41881565062414	0.0306	0:39
55.9%	17896	-25.03178252087341	205.4221043504787	0.0306	0:39
55.9%	17897	-25.03198701011693	205.42538359854348	0.0306	0:39
55.9%	17898	-25.03219090981723	205.42865339602324	0.0306	0:39
55.9%	17899	-25.03239421934274	205.43191373067907	0.0306	0:39
55.9%	17900	-25.032596938064394	205.43516459019713	0.0306	0:39
55.9%	17901	-25.032799065354478	205.43840596994607	0.0306	0:39
55.9%	17902	-25.033000600587204	205.44163785100815	0.0306	0:39
55.9%	17903	-25.033201543137654	205.44486022914583	0.0306	0:39
56.0%	17904	-25.03340189238374	205.44807309471472	0.0306	0:39
56.0%	17905	-25.033601647703712	205.4512764331295	0.0306	0:39
56.0%	17906	-25.03380080847834	205.45447023541286	0.0306	0:39
56.0%	17907	-25.033999374089948	205.45765449481846	0.0306	0:39
56.0%	17908	-25.034197343922038	205.4608292005617	0.0306	0:39
56.0%	17909	-25.034394717360353	205.46399434246004	0.0306	0:39
56.0%	17910	-25.03459149379169	205.4671499118784	0.0306	0:39
56.0%	17911	-25.034787672605173	205.47029589462414	0.0306	0:39
56.0%	17912	-25.03498325319076	205.47343228669374	0.0306	0:39
56.0%	17913	-25.035178234940776	205.47655907521872	0.0306	0:39
56.0%	17914	-25.03537261724895	205.4796762514212	0.0306	0:39
56.0%	17915	-25.03556639951043	205.48278380059625	0.0306	0:39
56.0%	17916	-25.03575958112217	205.4858817182728	0.0306	0:39
56.0%	17917	-25.03595216148304	205.48896999634866	0.0306	0:39
56.0%	17918	-25.03614413999331	205.49204862231616	0.0306	0:39
56.0%	17919	-25.036335516054855	205.49511759204466	0.0306	0:39
56.0%	17920	-25.036526289071062	205.49817688656978	0.0306	0:39
56.0%	17921	-25.036716458447447	205.50122649811115	0.0306	0:39
56.0%	17922	-25.03690602359112	205.50426641945256	0.0306	0:39
56.0%	17923	-25.03709498391027	205.5072966455617	0.0306	0:39
56.0%	17924	-25.03728333881553	205.51031716164977	0.0306	0:39
56.0%	17925	-25.03747108771835	205.5133279603483	0.0306	0:39
56.0%	17926	-25.037658230032637	205.51632903659223	0.0306	0:39
56.0%	17927	-25.037844765173844	205.519320372253	0.0306	0:39
56.0%	17928	-25.0380306925584	205.5223019626022	0.0306	0:39
56.0%	17929	-25.038216011604966	205.52527379475129	0.0306	0:39
56.0%	17930	-25.038400721733964	205.52823586617322	0.0306	0:39
56.0%	17931	-25.038584822367085	205.53118816156177	0.0306	0:39
56.0%	17932	-25.038768312928262	205.53413067168708	0.0306	0:39
56.0%	17933	-25.038951192842305	205.53706339080676	0.0306	0:39
56.0%	17934	-25.03913346153628	205.53998630834056	0.0306	0:39
56.0%	17935	-25.039315118438953	205.54289941960675	0.0306	0:39
56.0%	17936	-25.03949616298028	205.54580270368712	0.0306	0:39
56.1%	17937	-25.039676594592393	205.54869616100729	0.0306	0:39
56.1%	17938	-25.039856412709	205.55157977912228	0.0306	0:39
56.1%	17939	-25.040035616764936	205.55445355041476	0.0306	0:39
56.1%	17940	-25.04021420619759	205.5573174701933	0.0306	0:39
56.1%	17941	-25.040392180445707	205.56017152245266	0.0306	0:39
56.1%	17942	-25.040569538949047	205.56301569899762	0.0306	0:39
56.1%	17943	-25.0407462811501	205.56584999252115	0.0306	0:39
56.1%	17944	-25.04092240649232	205.56867439186928	0.0306	0:39
56.1%	17945	-25.04109791442111	205.57148888953125	0.0306	0:39
56.1%	17946	-25.041272804383695	205.57429347829517	0.0306	0:39
56.1%	17947	-25.041447075828454	205.57708814759087	0.0306	0:39
56.1%	17948	-25.041620728206105	205.5798728930869	0.0306	0:39
56.1%	17949	-25.041793760968634	205.5826477004965	0.0306	0:39
56.1%	17950	-25.04196617356987	205.58541256277152	0.0306	0:39
56.1%	17951	-25.042137965465297	205.58816746927184	0.0306	0:39
56.1%	17952	-25.04230913611168	205.5909124139798	0.0306	0:39
56.1%	17953	-25.042479684968626	205.59364738487295	0.0306	0:39
56.1%	17954	-25.04264961149614	205.59637237863558	0.0306	0:39
56.1%	17955	-25.04281891515663	205.59908738699357	0.0306	0:39
56.1%	17956	-25.042987595413926	205.6017923944925	0.0306	0:39
56.1%	17957	-25.04315565173375	205.6044873990353	0.0306	0:39
56.1%	17958	-25.04332308358352	205.60717239192707	0.0306	0:39
56.1%	17959	-25.043489890432014	205.60984735750742	0.0306	0:39
56.1%	17960	-25.043656071750142	205.61251229412377	0.0306	0:39
56.1%	17961	-25.043821627010274	205.61516719023422	0.0306	0:39
56.1%	17962	-25.04398655568642	205.6178120386398	0.0306	0:39
56.1%	17963	-25.044150857254476	205.6204468300383	0.0306	0:39
56.1%	17964	-25.044314531191795	205.6230715559747	0.0306	0:39
56.1%	17965	-25.044477576977886	205.62568620736923	0.0306	0:39
56.1%	17966	-25.0446399940934	205.6282907803396	0.0306	0:39
56.1%	17967	-25.04480178202118	205.63088526132512	0.0306	0:39
56.1%	17968	-25.04496294024535	205.63346964410516	0.0306	0:39
56.2%	17969	-25.045123468251955	205.63604392103758	0.0306	0:39
56.2%	17970	-25.045283365528768	205.63860808229438	0.0306	0:39
56.2%	17971	-25.04544263156526	205.64116212078866	0.0306	0:39
56.2%	17972	-25.04560126585266	205.64370602970214	0.0306	0:39
56.2%	17973	-25.045759267883568	205.6462397995798	0.0306	0:39
56.2%	17974	-25.045916637152747	205.64876342428997	0.0306	0:39
56.2%	17975	-25.046073373156272	205.65127689319695	0.0306	0:39
56.2%	17976	-25.046229475392295	205.65378019822617	0.0306	0:39
56.2%	17977	-25.04638494336066	205.6562733312384	0.0306	0:39
56.2%	17978	-25.04653977656243	205.65875628493944	0.0306	0:39
56.2%	17979	-25.04669397450089	205.66122904929125	0.0306	0:39
56.2%	17980	-25.04684753668096	205.6636916161215	0.0306	0:39
56.2%	17981	-25.047000462608967	205.6661439842717	0.0306	0:39
56.2%	17982	-25.04715275179342	205.6685861401379	0.0306	0:39
56.2%	17983	-25.04730440374419	205.67101807844568	0.0306	0:39
56.2%	17984	-25.047455417973033	205.6734397852137	0.0306	0:39
56.2%	17985	-25.047605793993245	205.67585126081192	0.0306	0:39
56.2%	17986	-25.047755531320227	205.67825249195278	0.0306	0:39
56.2%	17987	-25.047904629470384	205.68064347996244	0.0306	0:39
56.2%	17988	-25.048053087962796	205.6830242077612	0.0307	0:39
56.2%	17989	-25.048200906317614	205.68539466847238	0.0307	0:39
56.2%	17990	-25.048348084056606	205.68775486045837	0.0307	0:39
56.2%	17991	-25.048494620703973	205.69010476673853	0.0307	0:39
56.2%	17992	-25.048640515784818	205.6924443854676	0.0307	0:39
56.2%	17993	-25.048785768826548	205.69477370617278	0.0307	0:39
56.2%	17994	-25.048930379357778	205.6970927227458	0.0307	0:39
56.2%	17995	-25.049074346909777	205.69940143219668	0.0307	0:39
56.2%	17996	-25.049217671014272	205.70169982220784	0.0307	0:39
56.2%	17997	-25.049360351205877	205.70398788942802	0.0307	0:39
56.2%	17998	-25.049502387020127	205.70626561953523	0.0307	0:39
56.2%	17999	-25.049643777994813	205.7085330078401	0.0307	0:39
56.2%	18000	-25.049784523668922	205.71079005214565	0.0307	0:39
56.3%	18001	-25.049924623583884	205.71303673758126	0.0307	0:39
56.3%	18002	-25.050064077282105	205.7152730605358	0.0307	0:39
56.3%	18003	-25.050202884308277	205.7174990148706	0.0307	0:39
56.3%	18004	-25.050341044208896	205.71971458899415	0.0307	0:39
56.3%	18005	-25.050478556531324	205.72191977586425	0.0307	0:39
56.3%	18006	-25.050615420825775	205.7241145778555	0.0307	0:39
56.3%	18007	-25.050751636643582	205.726298977959	0.0307	0:39
56.3%	18008	-25.050887203537748	205.72847297042506	0.0307	0:39
56.3%	18009	-25.05102212106326	205.73063654661613	0.0307	0:39
56.3%	18010	-25.0511563887768	205.73278970442232	0.0307	0:39
56.3%	18011	-25.051290006236915	205.73493243411824	0.0307	0:39
56.3%	18012	-25.051422973003532	205.73706473022813	0.0307	0:39
56.3%	18013	-25.05155528863853	205.7391865841476	0.0307	0:39
56.3%	18014	-25.05168695270571	205.74129799297285	0.0307	0:39
56.3%	18015	-25.05181796477031	205.7433989449922	0.0307	0:39
56.3%	18016	-25.051948324399415	205.74548943057735	0.0307	0:39
56.3%	18017	-25.052078031161997	205.74756944814175	0.0307	0:39
56.3%	18018	-25.052207084628524	205.74963898929795	0.0307	0:39
56.3%	18019	-25.05233548437125	205.75169804449487	0.0307	0:39
56.3%	18020	-25.052463229964545	205.75374661147436	0.0307	0:39
56.3%	18021	-25.052590320984052	205.75578468154714	0.0307	0:39
56.3%	18022	-25.052716757007428	205.75781225252314	0.0307	0:39
56.3%	18023	-25.05284253761381	205.75982930955706	0.0307	0:39
56.3%	18024	-25.052967662384575	205.76183584412118	0.0307	0:39
56.3%	18025	-25.053092130902165	205.7638318605564	0.0307	0:39
56.3%	18026	-25.053215942751613	205.76581734380227	0.0307	0:39
56.3%	18027	-25.053339097518904	205.7677922915254	0.0307	0:39
56.3%	18028	-25.053461594792335	205.76975669542279	0.0307	0:39
56.3%	18029	-25.053583434161407	205.77171054682876	0.0307	0:39
56.3%	18030	-25.053704615218138	205.77365384345322	0.0307	0:39
56.3%	18031	-25.053825137555357	205.77558657428798	0.0307	0:39
56.4%	18032	-25.05394500076865	205.77750873653366	0.0307	0:39
56.4%	18033	-25.05406420445472	205.77942032272875	0.0307	0:39
56.4%	18034	-25.05418274821214	205.78132132756357	0.0307	0:39
56.4%	18035	-25.054300631641116	205.78321174273003	0.0307	0:39
